postcode,long,lat
6286,115.091,-34.082
6288,115.221,-34.204
6290,115.133,-34.278
6302,116.676,-31.989
6304,116.913,-32.165
6306,117.109,-32.351
6308,117.043,-32.582
6309,117.145,-32.655
6311,117.168,-32.783
6312,117.344,-32.951
6313,117.213,-33.086
6315,117.346,-33.275
6316,117.39,-33.528
6317,117.701,-33.609
6318,117.616,-33.878
6320,117.698,-34.104
6321,117.484,-34.249
6322,117.436,-34.396
6323,117.592,-34.478
6324,117.664,-34.61
6326,117.712,-34.774
6327,117.613,-34.886
6328,118.443,-34.613
6330,117.836,-34.939
6333,117.119,-34.89
6335,118.076,-33.926
6336,118.571,-33.965
6337,119.123,-33.96
6338,118.46,-34.319
6341,118.172,-33.56
6343,118.787,-33.546
6346,119.876,-33.735
6348,120.09,-33.859
6350,117.808,-33.305
6351,117.938,-33.197
6352,118.127,-33.204
6353,118.557,-33.057
6355,119.298,-33.032
6356,119.904,-33.026
6357,118.77,-32.67
6358,118.686,-32.418
6359,119.456,-32.446
6361,117.805,-32.969
6363,118.132,-32.903
6365,118.192,-32.69
6367,118.323,-32.429
6368,118.46,-32.194
6369,118.75,-32.05
6370,117.641,-32.786
6372,117.695,-32.639
6373,117.739,-32.51
6375,117.887,-32.321
6383,117.396,-32.009
6384,117.649,-31.974
6385,117.733,-31.989
6386,117.862,-31.966
6390,116.401,-32.674
6391,116.715,-33.056
6392,116.764,-33.35
6393,116.742,-33.563
6394,116.926,-33.759
6395,117.127,-33.958
6396,116.967,-34.339
6397,116.984,-34.592
6398,116.599,-34.813
6401,116.74,-31.563
6403,116.816,-31.639
6405,117.029,-31.586
6407,117.241,-31.609
6409,117.495,-31.607
6410,117.731,-31.637
6411,117.873,-31.602
6412,117.935,-31.439
6413,118.069,-31.518
6414,118.183,-31.52
6415,118.337,-31.516
6418,118.169,-31.842
6419,118.113,-32.038
6420,118.602,-31.821
6421,118.558,-31.255
6422,118.585,-31.338
6423,118.75,-31.102
6424,118.896,-31.347
6425,119.147,-31.423
6426,119.343,-31.078
6427,119.563,-30.822
6428,118.042,-32.143
6429,120.672,-31.081
6430,121.609,-30.95
6431,125.005,-29.666
6432,121.497,-30.787
6434,125.648,-30.764
6436,120.189,-29.464
6437,120.592,-27.909
6438,121.459,-28.384
6440,125.401,-27.891
6442,121.636,-31.202
6443,124.244,-31.978
6445,121.089,-32.914
6446,121.788,-33.23
6447,121.881,-33.381
6448,121.826,-33.624
6450,121.738,-33.592
6452,123.084,-33.097
6460,116.805,-31.246
6461,117.045,-31.113
6462,117.141,-31.219
6463,117.293,-31.129
6465,117.158,-30.886
6466,117.11,-30.72
6467,117.146,-30.558
6468,117.236,-30.101
6470,117.329,-30.399
6472,117.988,-30.001
6473,118.122,-30.4
6475,117.45,-30.639
6476,117.684,-30.733
6477,117.933,-30.773
6479,118.397,-30.652
6480,118.218,-31.307
6484,119.438,-30.551
6485,117.453,-31.194
6487,117.666,-31.169
6488,117.789,-31.157
6489,117.94,-31.11
6490,118.208,-31.149
6501,115.928,-31.557
6502,116.18,-31.328
6503,115.792,-31.211
6504,116.07,-31.298
6505,116.143,-31.162
6506,116.047,-31.016
6507,115.631,-30.732
6509,116.245,-30.953
6510,116.088,-30.704
6511,115.077,-30.502
6512,116.042,-30.417
6513,116.14,-30.222
6514,115.027,-30.023
6515,115.927,-29.996
6516,115.101,-30.282
6517,115.884,-29.724
6518,115.286,-29.914
6519,115.577,-29.526
6521,115.47,-30.37
6522,115.484,-29.158
6525,115.092,-29.326
6528,114.851,-28.974
6530,114.529,-28.717
6532,114.757,-27.453
6535,114.524,-28.2
6536,114.321,-27.546
6537,113.631,-26.23
6556,116.331,-31.919
6558,116.321,-31.804
6560,116.374,-31.755
6562,116.453,-31.815
6564,116.524,-31.709
6566,116.483,-31.41
6567,116.268,-31.465
6568,116.506,-31.246
6569,116.408,-31.103
6571,116.442,-30.924
6572,116.396,-30.812
6574,116.411,-30.632
6575,116.378,-30.42
6603,116.729,-30.903
6605,116.818,-30.706
6606,116.782,-30.569
6608,116.709,-30.416
6609,116.736,-30.244
6612,117.41,-29.262
6613,116.569,-29.969
6614,116.564,-29.856
6616,116.502,-29.752
6620,116.67,-29.384
6623,116.161,-29.172
6625,115.826,-29.184
6627,115.889,-28.884
6628,115.783,-28.752
6630,115.916,-26.88
6631,115.984,-28.532
6632,115.263,-28.62
6635,116.654,-27.814
6638,117.976,-28.238
6639,119.173,-28.336
6640,117.655,-26.989
6642,118.864,-25.14
6646,122.245,-25.312
6701,114.47,-24.612
6705,116.355,-24.727
6707,114.2,-22.507
6710,115.214,-22.44
6711,114.987,-21.454
6712,115.41,-20.761
6713,116.701,-20.552
6714,117.039,-21.062
6716,116.778,-21.767
6718,117.276,-20.774
6720,117.164,-20.662
6721,118.837,-20.537
6722,119.019,-20.324
6725,122.475,-18.652
6726,122.21,-17.951
6728,124.876,-17.838
6731,123.615,-16.096
6733,123.752,-16.13
6740,126.406,-15.042
6743,127.659,-16.193
6751,117.267,-22.756
6753,119.933,-22.961
6754,117.694,-23.193
6758,120.216,-21.972
6760,119.679,-21.155
6762,123.261,-21.209
6765,124.878,-17.957
6770,127.594,-19.227
6798,105.636,-10.485
6799,96.862,-12.135
7000,147.315,-42.877
7001,146.286,-43.646
7004,147.289,-42.897
7005,147.336,-42.911
7007,147.322,-42.92
7008,147.285,-42.866
7009,147.298,-42.842
7010,147.262,-42.836
7011,147.228,-42.793
7012,147.179,-42.836
7015,147.359,-42.838
7016,147.372,-42.809
7017,147.331,-42.724
7018,147.397,-42.876
7019,147.439,-42.895
7020,147.496,-42.97
7021,147.486,-42.909
7022,147.437,-43.032
7023,147.407,-42.99
7024,147.524,-42.95
7025,147.413,-42.741
7026,147.437,-42.617
7027,147.358,-42.522
7030,147.028,-42.271
7050,147.293,-42.964
7052,147.318,-43.008
7053,147.34,-42.951
7054,147.185,-42.946
7055,147.296,-43.002
7109,146.92,-43.161
7112,147.133,-43.173
7113,146.983,-43.083
7116,146.892,-43.162
7117,147.015,-43.298
7119,147.385,-42.395
7120,147.505,-42.325
7139,146.11,-42.754
7140,146.198,-42.702
7150,147.256,-43.255
7155,147.229,-43.128
7162,147.217,-43.166
7163,147.234,-43.222
7170,147.467,-42.84
7171,147.503,-42.769
7172,147.633,-42.733
7173,147.677,-42.837
7174,147.775,-42.829
7175,147.86,-42.769
7176,147.792,-42.763
7177,147.858,-42.883
7178,147.909,-42.944
7179,147.914,-43.005
7180,147.866,-43.06
7182,147.901,-43.135
7183,147.775,-43.153
7184,147.735,-43.132
7185,147.758,-43.058
7186,147.686,-43.012
7187,147.818,-43.08
7190,147.902,-42.383
7209,147.625,-42.124
7210,147.598,-41.955
7211,147.442,-41.769
7212,147.489,-41.564
7213,147.863,-41.794
7214,147.9,-41.525
7215,148.223,-41.769
7216,148.115,-41.274
7248,147.149,-41.392
7249,147.162,-41.471
7250,147.14,-41.446
7252,147.043,-41.145
7253,146.895,-41.097
7254,147.222,-41.125
7255,148.046,-39.998
7256,143.985,-39.864
7257,148.223,-40.413
7258,147.259,-41.509
7259,147.394,-41.363
7260,147.519,-41.159
7261,147.739,-41.145
7262,147.538,-40.976
7263,147.724,-41.273
7264,148.046,-41.004
7265,147.82,-41.032
7267,147.133,-41.264
7268,147.22,-41.292
7270,146.787,-41.178
7275,146.811,-41.31
7276,146.964,-41.283
7277,146.997,-41.372
7290,147.06,-41.511
7291,147.018,-41.544
7292,146.933,-41.472
7300,147.226,-41.631
7301,146.986,-41.659
7302,147.067,-41.773
7303,146.829,-41.531
7304,146.488,-41.728
7305,146.429,-41.356
7306,146.063,-41.609
7307,146.546,-41.238
7310,146.217,-41.32
7315,146.056,-41.316
7316,145.974,-41.218
7320,145.898,-41.073
7321,145.558,-41.303
7322,145.801,-41.055
7325,145.606,-41.092
7330,144.934,-40.903
7331,145.274,-40.759
7466,145.619,-42.079
7467,145.545,-42.078
7468,145.377,-42.167
7469,145.272,-41.566
7470,145.53,-41.793
