ts,SA,NSW
25/08/2018 13:16,50.237892,50.081528
25/08/2018 13:16,50.241089,50.080849
25/08/2018 13:16,50.240437,50.080151
25/08/2018 13:16,50.235554,50.077953
25/08/2018 13:16,50.225819,50.0765
25/08/2018 13:16,50.215988,50.074528
25/08/2018 13:16,50.207569,50.071217
25/08/2018 13:16,50.200634,50.067356
25/08/2018 13:16,50.196266,50.065662
25/08/2018 13:16,50.195152,50.062984
25/08/2018 13:16,50.194836,50.061249
25/08/2018 13:16,50.196835,50.059616
25/08/2018 13:16,50.20219,50.058727
25/08/2018 13:16,50.206379,50.057156
25/08/2018 13:16,50.208275,50.057537
25/08/2018 13:16,50.210606,50.056515
25/08/2018 13:16,50.215141,50.053135
25/08/2018 13:16,50.218716,50.047348
25/08/2018 13:16,50.220894,50.043251
25/08/2018 13:16,50.220409,50.041634
25/08/2018 13:16,50.217094,50.040989
25/08/2018 13:16,50.213951,50.043484
25/08/2018 13:16,50.210796,50.047779
25/08/2018 13:16,50.205231,50.050205
25/08/2018 13:16,50.200722,50.050121
25/08/2018 13:16,50.196598,50.048061
25/08/2018 13:16,50.1917,50.047176
25/08/2018 13:16,50.190083,50.043369
25/08/2018 13:16,50.189247,50.036606
25/08/2018 13:16,50.189579,50.033394
25/08/2018 13:16,50.193668,50.029408
25/08/2018 13:16,50.200722,50.023319
25/08/2018 13:16,50.210251,50.020416
25/08/2018 13:16,50.220047,50.019993
25/08/2018 13:16,50.227398,50.021915
25/08/2018 13:16,50.230057,50.029606
25/08/2018 13:16,50.229591,50.037354
25/08/2018 13:16,50.226456,50.042686
25/08/2018 13:16,50.223633,50.046223
25/08/2018 13:16,50.223785,50.047474
25/08/2018 13:16,50.226032,50.047123
25/08/2018 13:16,50.226875,50.044125
25/08/2018 13:16,50.224388,50.039913
25/08/2018 13:16,50.221569,50.036064
25/08/2018 13:16,50.217403,50.03286
25/08/2018 13:16,50.20673,50.029064
25/08/2018 13:16,50.195278,50.027309
25/08/2018 13:16,50.188217,50.02813
25/08/2018 13:16,50.184589,50.030727
25/08/2018 13:16,50.182583,50.034466
25/08/2018 13:16,50.182812,50.036701
25/08/2018 13:16,50.187447,50.037811
25/08/2018 13:16,50.198357,50.034019
25/08/2018 13:16,50.213013,50.031048
25/08/2018 13:17,50.227764,50.029892
25/08/2018 13:17,50.238556,50.027416
25/08/2018 13:17,50.242729,50.02174
25/08/2018 13:17,50.244492,50.017529
25/08/2018 13:17,50.247971,50.008965
25/08/2018 13:17,50.250484,49.993847
25/08/2018 13:17,50.249229,49.981014
25/08/2018 13:17,50.241463,49.969528
25/08/2018 13:17,50.232121,49.953732
25/08/2018 13:17,50.225307,49.939762
25/08/2018 13:17,50.220379,49.92878
25/08/2018 13:17,50.219631,49.919098
25/08/2018 13:17,50.227207,49.911434
25/08/2018 13:17,50.248962,49.904819
25/08/2018 13:17,50.273716,49.902081
25/08/2018 13:17,50.292164,49.904957
25/08/2018 13:17,50.304146,49.906857
25/08/2018 13:17,50.31126,49.903587
25/08/2018 13:17,50.312386,49.901405
25/08/2018 13:17,50.309593,49.899529
25/08/2018 13:17,50.30648,49.897186
25/08/2018 13:17,50.3027,49.894764
25/08/2018 13:17,50.295811,49.892769
25/08/2018 13:17,50.288166,49.892006
25/08/2018 13:17,50.281845,49.890099
25/08/2018 13:17,50.277035,49.888977
25/08/2018 13:17,50.273766,49.887951
25/08/2018 13:17,50.271317,49.885174
25/08/2018 13:17,50.268726,49.879917
25/08/2018 13:17,50.266193,49.875565
25/08/2018 13:17,50.267437,49.869049
25/08/2018 13:17,50.270588,49.862049
25/08/2018 13:17,50.274094,49.857521
25/08/2018 13:17,50.277443,49.853523
25/08/2018 13:17,50.280045,49.85083
25/08/2018 13:17,50.283112,49.848175
25/08/2018 13:17,50.286896,49.843285
25/08/2018 13:17,50.293091,49.839848
25/08/2018 13:17,50.300922,49.839561
25/08/2018 13:17,50.308472,49.842518
25/08/2018 13:17,50.313942,49.847191
25/08/2018 13:17,50.317101,49.851974
25/08/2018 13:17,50.317764,49.856747
25/08/2018 13:17,50.317661,49.859688
25/08/2018 13:17,50.317032,49.860348
25/08/2018 13:17,50.315166,49.856579
25/08/2018 13:17,50.314114,49.850582
25/08/2018 13:17,50.313038,49.841995
25/08/2018 13:17,50.31094,49.832886
25/08/2018 13:17,50.308132,49.824276
25/08/2018 13:17,50.30505,49.818821
25/08/2018 13:17,50.304607,49.815701
25/08/2018 13:17,50.304337,49.815063
25/08/2018 13:17,50.302029,49.818401
25/08/2018 13:17,50.299503,49.823006
25/08/2018 13:17,50.296459,49.825245
25/08/2018 13:17,50.293991,49.826637
25/08/2018 13:17,50.293026,49.82925
25/08/2018 13:17,50.293598,49.832508
25/08/2018 13:17,50.296127,49.833374
25/08/2018 13:18,50.299946,49.828991
